-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
-0.60800,0.00850,0.34000,0.00000,-1.57080,0.00000
