4.261e-06,0,0,0,0,0,0,0,
0.00142425,0,0,0,0,0,0,0,
0.0028009,0,0,0,0,0,0,0,
0.00415916,0,0,0,0,0,0,0,
0.00552033,0,0,0,0,0,0,0,
0.00689968,0,0,0,0,0,0,0,
0.00820951,0,0,0,0,0,0,0,
0.00953316,0,0,0,0,0,0,0,
0.0108414,0,0,0,0,0,0,0,
0.0121584,0,0,0,0,0,0,0,
0.0134873,0,0,0,0,0,0,0,
0.0148572,0,0,0,0,0,0,0,
0.0166306,0,0,0,0,0,0,0,
0.0179851,0,0,0,0,0,0,0,
0.019347,0,0,0,0,0,0,0,
0.0210303,0,0,0,0,0,0,0,
0.0224233,0,0,0,0,0,0,0,
0.0237913,0,0,0,0,0,0,0,
0.0252688,0,0,0,0,0,0,0,
0.0267777,0,0,0,0,0,0,0,
0.0281247,0,0,0,0,0,0,0,
0.0294974,0,0,0,0,0,0,0,
0.0308246,0,0,0,0,0,0,0,
0.0321769,0,0,0,0,0,0,0,
0.0335222,0,0,0,0,0,0,0,
0.0350751,0,0,0,0,0,0,0,
0.0364256,0,0,0,0,0,0,0,
0.0378695,0,0,0,0,0,0,0,
0.0392485,0,0,0,0,0,0,0,
0.0405395,0,0,0,0,0,0,0,
0.0420209,0,0,0,0,0,0,0,
0.0434804,0,0,0,0,0,0,0,
0.0448249,0,0,0,0,0,0,0,
0.0462315,0,0,0,0,0,0,0,
0.0476431,0,0,0,0,0,0,0,
0.0489695,0,0,0,0,0,0,0,
0.0503514,0,0,0,0,0,0,0,
0.0519026,0,0,0,0,0,0,0,
0.0532038,0,0,0,0,0,0,0,
0.0545416,0,0,0,0,0,0,0,
0.0559957,0,0,0,0,0,0,0,
0.0573275,0,0,0,0,0,0,0,
0.0588364,0,0,0,0,0,0,0,
0.0602202,0,0,0,0,0,0,0,
0.0616774,0,0,0,0,0,0,0,
0.0631793,0,0,0,0,0,0,0,
0.0646495,0,0,0,0,0,0,0,
0.0660288,0,0,0,0,0,0,0,
0.0675552,0,0,0,0,0,0,0,
0.0689433,0,0,0,0,0,0,0,
0.0703854,0,0,0,0,0,0,0,
0.0717874,0,0,0,0,0,0,0,
0.0731838,0,0,0,0,0,0,0,
0.0745687,0,0,0,0,0,0,0,
